name,publisher,issn,h_index,keywords,subject_area,open_access,apc_usd,openalex_id,works_count,is_oa,is_in_doaj
Journal of Engineering Graphics,Chinese Graphics Society,,8,"simulation and modeling applications,manufacturing process and optimization,advanced numerical analysis techniques,industrial technology and control systems,image processing and 3d reconstruction",Simulation and Modeling Applications,false,0,https://openalex.org/S2764826785,1546,false,false
Advanced Quantum Technologies,Wiley,2511-9044,55,"quantum information and cryptography,quantum computing algorithms and architecture,quantum mechanics and applications,quantum optics and atomic interactions,mechanical and optical resonators",Quantum Information and Cryptography,false,4020,https://openalex.org/S4210190593,1543,false,false
IMA Journal of Mathematical Control and Information,Oxford University Press,0265-0754,55,"stability and control of uncertain systems,stability and controllability of differential equations,advanced control systems optimization,adaptive control of nonlinear systems,numerical methods for differential equations",Stability and Control of Uncertain Systems,false,2582,https://openalex.org/S162756791,1540,false,false
한국지능정보시스템학회 학술대회논문집,한국지능정보시스템학회 학술대회논문집,,7,"legal and regulatory analysis,linguistic, cultural, and literary studies,military technology and strategies,innovation in digital healthcare systems,technology and data analysis",Legal and Regulatory Analysis,false,0,https://openalex.org/S4306496897,1539,false,false
Archaeology in Oceania/Archæology & physical anthropology in Oceania,Wiley,0728-4896,64,"pacific and southeast asian studies,archaeology and ancient environmental studies,pleistocene-era hominins and archaeology,geology and paleoclimatology research,australian indigenous culture and history",Pacific and Southeast Asian Studies,false,0,https://openalex.org/S2764418312,1537,false,false
中华放射医学与防护杂志,中华放射医学与防护杂志,,2,"legal and regulatory analysis,linguistic, cultural, and literary studies,military technology and strategies,effects of radiation exposure,radiation therapy and dosimetry",Legal and Regulatory Analysis,false,0,https://openalex.org/S4306541236,1536,false,false
Jurnal Rekayasa dan Manajemen Sistem Industri,Jurnal Rekayasa dan Manajemen Sistem Industri,,8,"management and optimization techniques,decision support system applications,edcuational technology systems,multimedia learning systems,occupational health and safety management",Management and Optimization Techniques,false,0,https://openalex.org/S4306517092,1535,false,false
Computers and Biomedical Research,Elsevier BV,0010-4809,79,"ecg monitoring and analysis,cardiac electrophysiology and arrhythmias,eeg and brain-computer interfaces,electronic health records systems,biomedical text mining and ontologies",ECG Monitoring and Analysis,false,0,https://openalex.org/S2174503,1534,false,false
Canadian Association of Radiologists Journal,SAGE Publishing,0846-5371,51,"radiology practices and education,radiation dose and imaging,radiomics and machine learning in medical imaging,advanced x-ray and ct imaging,ultrasound in clinical applications",Radiology practices and education,false,0,https://openalex.org/S2754793730,1532,false,false
Acta Archaeologica,Wiley,0065-101X,20,"archaeology and ancient environmental studies,historical and archaeological studies,ancient and medieval archaeology studies,ancient mediterranean archaeology and history,archaeology and historical studies",Archaeology and ancient environmental studies,false,0,https://openalex.org/S111391483,1531,false,false
Mohu xitong yu shuxue,Fuzzy Systems and Mathematics,1001-7402,13,"rough sets and fuzzy logic,fuzzy and soft set theory,advanced algebra and logic,fuzzy logic and control systems,advanced decision-making techniques",Rough Sets and Fuzzy Logic,false,0,https://openalex.org/S2764349737,1528,false,false
Chinese Journal of CT and MRI,Peking University Shenzhen Hospital,,2,"mri in cancer diagnosis,radiomics and machine learning in medical imaging,advanced mri techniques and applications,medical imaging and analysis,advanced x-ray and ct imaging",MRI in cancer diagnosis,false,0,https://openalex.org/S2764840137,1528,false,false
Jurnal Teknologi Informasi dan Ilmu Komputer,Brawijaya University,2355-7699,27,"edcuational technology systems,data mining and machine learning applications,multimedia learning systems,computer science and engineering,information retrieval and data mining",Edcuational Technology Systems,true,1000000,https://openalex.org/S4210196574,1528,true,true
The Chinese-German Journal of Clinical Oncology,Springer Nature,1610-1979,14,"gastric cancer management and outcomes,lung cancer treatments and mutations,hepatocellular carcinoma treatment and prognosis,lung cancer diagnosis and treatment,cancer-related molecular pathways",Gastric Cancer Management and Outcomes,false,0,https://openalex.org/S4210218064,1528,false,false
テレビジョン学会年次大会講演予稿集,テレビジョン学会年次大会講演予稿集,,2,"legal and regulatory analysis,linguistic, cultural, and literary studies,military technology and strategies,telecommunications and broadcasting technologies,video coding and compression technologies",Legal and Regulatory Analysis,false,0,https://openalex.org/S4306547161,1528,false,false
Journal of Experimental Orthopaedics,Springer Nature,2197-1153,50,"total knee arthroplasty outcomes,knee injuries and reconstruction techniques,orthopaedic implants and arthroplasty,sports injuries and prevention,shoulder injury and treatment",Total Knee Arthroplasty Outcomes,true,1480,https://openalex.org/S2738219336,1525,true,true
中德临床肿瘤学杂志：英文版,中德临床肿瘤学杂志：英文版,,4,"lung cancer treatments and mutations,cancer research and treatments,lung cancer diagnosis and treatment,gastric cancer management and outcomes,radiomics and machine learning in medical imaging",Lung Cancer Treatments and Mutations,false,0,https://openalex.org/S4306542650,1525,false,false
SIAM Journal on Applied Dynamical Systems,Society for Industrial and Applied Mathematics,1536-0040,83,"nonlinear dynamics and pattern formation,quantum chaos and dynamical systems,stochastic dynamics and bifurcation,neural dynamics and brain function,mathematical and theoretical epidemiology and ecology models",Nonlinear Dynamics and Pattern Formation,false,0,https://openalex.org/S161160597,1523,false,false
Экспериментальная и клиническая фармакология,Izo-Vo Meditsina,0869-2092,7,"legal and regulatory analysis,linguistic, cultural, and literary studies,military technology and strategies,diverse scientific and economic studies,medical imaging techniques and applications",Legal and Regulatory Analysis,true,0,https://openalex.org/S2755981722,1523,true,false
Journal of Radiology Case Reports,EduRad Publishing,1943-0922,33,"magnetic confinement fusion research,sarcoma diagnosis and treatment,bone tumor diagnosis and treatments,particle accelerators and beam dynamics,radiology practices and education",Magnetic confinement fusion research,true,0,https://openalex.org/S52223535,1520,true,true
SAR and QSAR in environmental research,Taylor & Francis,1026-776X,63,"computational drug discovery methods,analytical chemistry and chromatography,free radicals and antioxidants,environmental toxicology and ecotoxicology,synthesis and biological activity",Computational Drug Discovery Methods,false,0,https://openalex.org/S56681374,1519,false,false
